exercicio,periodo,relatorio,co_ibge,instituicao,uf,conta,valor,simplificado
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,DÍVIDA CONSOLIDADA,44426310.47,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,Disponibilidade de Caixa,-928864.63,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,Disponibilidade de Caixa Bruta,7129073.43,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,RECEITA CORRENTE LÍQUIDA,185007812.85,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,158504781.85,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,% da DC sobre a RCL AJUSTADA,28.03,False
2024,3,RGF-Municipio,2301208,ARACOIABA,CE,% da DCL sobre a RCL AJUSTADA,28.61,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,DÍVIDA CONSOLIDADA,93948688.3,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,Disponibilidade de Caixa Bruta,9191006.17,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,RECEITA CORRENTE LÍQUIDA,351682141.57,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,347467537.57,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,% da DC sobre a RCL AJUSTADA,27.04,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,% da DCL sobre a RCL AJUSTADA,27.04,False
2024,3,RGF-Municipio,2303501,CASCAVEL,CE,Precatórios (Não incluídos na DC),3612554.74,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,DÍVIDA CONSOLIDADA,19933342.96,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,Disponibilidade de Caixa,6576746.21,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,Disponibilidade de Caixa Bruta,14073578.24,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,RECEITA CORRENTE LÍQUIDA,121463424.56,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,117283424.56,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,% da DC sobre a RCL AJUSTADA,17.0,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,% da DCL sobre a RCL AJUSTADA,11.33,False
2024,3,RGF-Municipio,2304954,GUAIUBA,CE,Precatórios (Não incluídos na DC),25784.6,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,DÍVIDA CONSOLIDADA,13534342.85,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,Precatórios (inclusive) Vencidos e Não Pagos,0.0,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,Disponibilidade de Caixa,-202306.69,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,Disponibilidade de Caixa Bruta,7170492.55,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,RECEITA CORRENTE LÍQUIDA,52215572.13,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,51015572.13,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,% da DC sobre a RCL AJUSTADA,26.53,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,% da DCL sobre a RCL AJUSTADA,26.85,False
2024,3,RGF-Municipio,2311231,POTIRETAMA,CE,Precatórios (Não incluídos na DC),0.0,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,DÍVIDA CONSOLIDADA,13298319.35,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,Disponibilidade de Caixa,14089615.53,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,Disponibilidade de Caixa Bruta,20770392.47,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,RECEITA CORRENTE LÍQUIDA,120242726.11,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,119342726.11,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,% da DC sobre a RCL AJUSTADA,11.14,False
2024,3,RGF-Municipio,2313351,TEJUCUOCA,CE,% da DCL sobre a RCL AJUSTADA,-0.66,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,DÍVIDA CONSOLIDADA,4069797.71,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,Disponibilidade de Caixa,3991063.92,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,Disponibilidade de Caixa Bruta,3991063.92,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,RECEITA CORRENTE LÍQUIDA,64053080.06,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,61813080.06,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,% da DC sobre a RCL AJUSTADA,6.58,False
2024,3,RGF-Municipio,2300507,ALCANTARAS,CE,% da DCL sobre a RCL AJUSTADA,0.13,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,DÍVIDA CONSOLIDADA,41545586.84,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,Disponibilidade de Caixa,5527909.09,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,Disponibilidade de Caixa Bruta,10508056.77,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,RECEITA CORRENTE LÍQUIDA,69019843.23,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,69019843.23,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,% da DC sobre a RCL AJUSTADA,60.19,False
2024,3,RGF-Municipio,2303600,CATARINA,CE,% da DCL sobre a RCL AJUSTADA,52.18,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,DÍVIDA CONSOLIDADA,28986006.68,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,Disponibilidade de Caixa,5773749.37,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,Disponibilidade de Caixa Bruta,8286289.8,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,RECEITA CORRENTE LÍQUIDA,199556215.63,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,198506215.63,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,% da DC sobre a RCL AJUSTADA,14.6,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,% da DCL sobre a RCL AJUSTADA,11.69,False
2024,3,RGF-Municipio,2305001,GUARACIABA DO NORTE,CE,Precatórios (Não incluídos na DC),16403.4,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,DÍVIDA CONSOLIDADA,96758568.36,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,Precatórios (inclusive) Vencidos e Não Pagos,955424.47,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,Disponibilidade de Caixa,2825963.08,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,Disponibilidade de Caixa Bruta,13736982.94,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,RECEITA CORRENTE LÍQUIDA,157924713.42,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,156424713.42,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,% da DC sobre a RCL AJUSTADA,61.86,False
2024,3,RGF-Municipio,2307007,JAGUARUANA,CE,% da DCL sobre a RCL AJUSTADA,59.98,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,DÍVIDA CONSOLIDADA,15355173.22,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,Disponibilidade de Caixa,-2106776.6,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,Disponibilidade de Caixa Bruta,3138916.3,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,RECEITA CORRENTE LÍQUIDA,66244830.25,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,63094830.25,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,% da DC sobre a RCL AJUSTADA,24.34,False
2024,3,RGF-Municipio,2309102,MULUNGU,CE,% da DCL sobre a RCL AJUSTADA,27.68,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,DÍVIDA CONSOLIDADA,25009312.59,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,Disponibilidade de Caixa,16735378.51,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,Disponibilidade de Caixa Bruta,31937799.66,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,RECEITA CORRENTE LÍQUIDA,387762043.4,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,384403625.4,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,% da DC sobre a RCL AJUSTADA,6.51,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,% da DCL sobre a RCL AJUSTADA,2.15,False
2024,3,RGF-Municipio,2313401,TIANGUA,CE,Precatórios (Não incluídos na DC),36013581.25,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,DÍVIDA CONSOLIDADA,10384006.21,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,Disponibilidade de Caixa,3183019.08,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,Disponibilidade de Caixa Bruta,3880220.07,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,RECEITA CORRENTE LÍQUIDA,74303502.08,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,73903678.08,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,% da DC sobre a RCL AJUSTADA,14.05,False
2024,3,RGF-Municipio,2300408,AIUABA,CE,% da DCL sobre a RCL AJUSTADA,9.74,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,DÍVIDA CONSOLIDADA,22720411.0,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,Precatórios (inclusive) Vencidos e Não Pagos,17988.3,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,Disponibilidade de Caixa,-14220490.4,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,Disponibilidade de Caixa Bruta,3672452.59,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,RECEITA CORRENTE LÍQUIDA,107862977.6,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,106362977.6,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,% da DC sobre a RCL AJUSTADA,21.36,False
2024,3,RGF-Municipio,2301307,ARARIPE,CE,% da DCL sobre a RCL AJUSTADA,34.73,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,DÍVIDA CONSOLIDADA,25074706.45,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,Disponibilidade de Caixa,-355721.06,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,Disponibilidade de Caixa Bruta,10041984.51,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,RECEITA CORRENTE LÍQUIDA,87930898.3,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,87207995.22,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,% da DC sobre a RCL AJUSTADA,28.75,False
2024,3,RGF-Municipio,2303659,CATUNDA,CE,% da DCL sobre a RCL AJUSTADA,29.16,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,DÍVIDA CONSOLIDADA,14600183.65,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,Disponibilidade de Caixa,3009306.58,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,Disponibilidade de Caixa Bruta,5319289.8,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,RECEITA CORRENTE LÍQUIDA,48086033.89,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,47086033.89,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,% da DC sobre a RCL AJUSTADA,31.01,False
2024,3,RGF-Municipio,2305100,GUARAMIRANGA,CE,% da DCL sobre a RCL AJUSTADA,24.62,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,DÍVIDA CONSOLIDADA,40806194.84,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,Precatórios (inclusive) Vencidos e Não Pagos,5.0,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,Disponibilidade de Caixa,1267096.72,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,Disponibilidade de Caixa Bruta,7819642.11,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,RECEITA CORRENTE LÍQUIDA,119705666.93,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,119555666.93,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,% da DC sobre a RCL AJUSTADA,34.13,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,% da DCL sobre a RCL AJUSTADA,33.07,False
2024,3,RGF-Municipio,2307106,JARDIM,CE,Precatórios (Não incluídos na DC),171197.69,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,DÍVIDA CONSOLIDADA,10248023.22,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,Disponibilidade de Caixa,7989698.39,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,Disponibilidade de Caixa Bruta,10696785.34,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,RECEITA CORRENTE LÍQUIDA,82917711.4,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,79417711.4,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,% da DC sobre a RCL AJUSTADA,12.9,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,% da DCL sobre a RCL AJUSTADA,2.84,False
2024,3,RGF-Municipio,2309201,NOVA OLINDA,CE,Precatórios (Não incluídos na DC),30808.5,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,DÍVIDA CONSOLIDADA,34672590.13,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,Precatórios (inclusive) Vencidos e Não Pagos,9597855.09,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,Disponibilidade de Caixa,-1560328.28,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,Disponibilidade de Caixa Bruta,20194482.01,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,RECEITA CORRENTE LÍQUIDA,371567100.15,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,366029207.15,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,% da DC sobre a RCL AJUSTADA,9.47,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,% da DCL sobre a RCL AJUSTADA,9.9,False
2024,3,RGF-Municipio,2311306,QUIXADA,CE,Precatórios (Não incluídos na DC),15676.46,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,DÍVIDA CONSOLIDADA,16141206.98,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,Disponibilidade de Caixa,4670627.02,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,Disponibilidade de Caixa Bruta,39806840.15,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,RECEITA CORRENTE LÍQUIDA,280219195.8,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,279667195.8,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,% da DC sobre a RCL AJUSTADA,5.77,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,% da DCL sobre a RCL AJUSTADA,4.1,False
2024,3,RGF-Municipio,2313500,TRAIRI,CE,Precatórios (Não incluídos na DC),31401187.27,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,DÍVIDA CONSOLIDADA,9886113.34,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,Disponibilidade de Caixa,3302533.91,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,Disponibilidade de Caixa Bruta,9165734.09,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,RECEITA CORRENTE LÍQUIDA,76584927.63,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,74984927.63,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,% da DC sobre a RCL AJUSTADA,13.18,False
2024,3,RGF-Municipio,2301406,ARATUBA,CE,% da DCL sobre a RCL AJUSTADA,8.78,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,DÍVIDA CONSOLIDADA,78324568.18,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,Disponibilidade de Caixa,-37641360.14,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,Disponibilidade de Caixa Bruta,5549377.41,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,RECEITA CORRENTE LÍQUIDA,201153063.63,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,201153063.63,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,% da DC sobre a RCL AJUSTADA,38.94,False
2024,3,RGF-Municipio,2300309,ACOPIARA,CE,% da DCL sobre a RCL AJUSTADA,57.63,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,DÍVIDA CONSOLIDADA,377259559.08,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,Disponibilidade de Caixa,-111607722.0,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,Disponibilidade de Caixa Bruta,69318010.49,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,RECEITA CORRENTE LÍQUIDA,1374850715.56,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,1374850715.56,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,% da DC sobre a RCL AJUSTADA,27.44,False
2024,3,RGF-Municipio,2303709,CAUCAIA,CE,% da DCL sobre a RCL AJUSTADA,35.56,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,DÍVIDA CONSOLIDADA,5658134.1,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,Disponibilidade de Caixa,2370923.93,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,Disponibilidade de Caixa Bruta,5919044.81,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,RECEITA CORRENTE LÍQUIDA,87410632.3,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,87410632.3,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,% da DC sobre a RCL AJUSTADA,6.47,False
2024,3,RGF-Municipio,2305209,HIDROLANDIA,CE,% da DCL sobre a RCL AJUSTADA,3.76,False
2024,3,RGF-Municipio,2307205,JATI,CE,DÍVIDA CONSOLIDADA,9335692.44,False
2024,3,RGF-Municipio,2307205,JATI,CE,Disponibilidade de Caixa,1073700.42,False
2024,3,RGF-Municipio,2307205,JATI,CE,Disponibilidade de Caixa Bruta,2016151.53,False
2024,3,RGF-Municipio,2307205,JATI,CE,RECEITA CORRENTE LÍQUIDA,49621859.05,False
2024,3,RGF-Municipio,2307205,JATI,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,49621859.05,False
2024,3,RGF-Municipio,2307205,JATI,CE,% da DC sobre a RCL AJUSTADA,18.81,False
2024,3,RGF-Municipio,2307205,JATI,CE,% da DCL sobre a RCL AJUSTADA,16.65,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,DÍVIDA CONSOLIDADA,21299019.66,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,Disponibilidade de Caixa,11182123.58,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,Disponibilidade de Caixa Bruta,30734313.55,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,RECEITA CORRENTE LÍQUIDA,169990862.0,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,168990862.0,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,% da DC sobre a RCL AJUSTADA,12.6,False
2024,3,RGF-Municipio,2309300,NOVA RUSSAS,CE,% da DCL sobre a RCL AJUSTADA,5.99,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,DÍVIDA CONSOLIDADA,5905425.56,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,Disponibilidade de Caixa,5255555.81,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,Disponibilidade de Caixa Bruta,9821218.9,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,RECEITA CORRENTE LÍQUIDA,91823040.45,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,90323040.45,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,% da DC sobre a RCL AJUSTADA,6.54,False
2024,3,RGF-Municipio,2311355,QUIXELO,CE,% da DCL sobre a RCL AJUSTADA,0.72,False
2024,3,RGF-Municipio,2313559,TURURU,CE,DÍVIDA CONSOLIDADA,10967237.62,False
2024,3,RGF-Municipio,2313559,TURURU,CE,Precatórios (inclusive) Vencidos e Não Pagos,28960.33,False
2024,3,RGF-Municipio,2313559,TURURU,CE,Disponibilidade de Caixa,1392902.9,False
2024,3,RGF-Municipio,2313559,TURURU,CE,Disponibilidade de Caixa Bruta,4007287.57,False
2024,3,RGF-Municipio,2313559,TURURU,CE,RECEITA CORRENTE LÍQUIDA,86791166.25,False
2024,3,RGF-Municipio,2313559,TURURU,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,86791166.25,False
2024,3,RGF-Municipio,2313559,TURURU,CE,% da DC sobre a RCL AJUSTADA,12.64,False
2024,3,RGF-Municipio,2313559,TURURU,CE,% da DCL sobre a RCL AJUSTADA,11.03,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,DÍVIDA CONSOLIDADA,107052156.37,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,Disponibilidade de Caixa,9929603.85,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,Disponibilidade de Caixa Bruta,36107606.64,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,RECEITA CORRENTE LÍQUIDA,314604299.43,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,302671976.43,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,% da DC sobre a RCL AJUSTADA,35.37,False
2024,3,RGF-Municipio,2300200,ACARAU,CE,% da DCL sobre a RCL AJUSTADA,32.09,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,DÍVIDA CONSOLIDADA,28195667.36,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,Disponibilidade de Caixa,-550607.64,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,Disponibilidade de Caixa Bruta,5111491.47,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,RECEITA CORRENTE LÍQUIDA,103484691.97,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,102654691.97,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,% da DC sobre a RCL AJUSTADA,27.47,False
2024,3,RGF-Municipio,2303808,CEDRO,CE,% da DCL sobre a RCL AJUSTADA,28.0,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,DÍVIDA CONSOLIDADA,119001934.93,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,Precatórios (inclusive) Vencidos e Não Pagos,1521442.0,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,Disponibilidade de Caixa,44395847.52,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,Disponibilidade de Caixa Bruta,53846704.24,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,RECEITA CORRENTE LÍQUIDA,409476090.63,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,396602411.63,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,% da DC sobre a RCL AJUSTADA,30.01,False
2024,3,RGF-Municipio,2305233,HORIZONTE,CE,% da DCL sobre a RCL AJUSTADA,18.8,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,DÍVIDA CONSOLIDADA,39420617.72,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,Precatórios (inclusive) Vencidos e Não Pagos,386535.19,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,Disponibilidade de Caixa,-7835029.23,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,Disponibilidade de Caixa Bruta,5788637.18,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,RECEITA CORRENTE LÍQUIDA,192041224.43,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,190271224.43,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,% da DC sobre a RCL AJUSTADA,20.72,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,% da DCL sobre a RCL AJUSTADA,24.83,False
2024,3,RGF-Municipio,2307254,JIJOCA DE JERICOACOARA,CE,Precatórios (Não incluídos na DC),11355.7,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,DÍVIDA CONSOLIDADA,41284818.52,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,Disponibilidade de Caixa,10533016.03,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,Disponibilidade de Caixa Bruta,19551162.78,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,RECEITA CORRENTE LÍQUIDA,160588269.94,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,152689710.94,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,% da DC sobre a RCL AJUSTADA,27.04,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,% da DCL sobre a RCL AJUSTADA,20.14,False
2024,3,RGF-Municipio,2309409,NOVO ORIENTE,CE,Precatórios (Não incluídos na DC),810.0,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,DÍVIDA CONSOLIDADA,95326450.41,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,Disponibilidade de Caixa,-28351126.55,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,Disponibilidade de Caixa Bruta,35397615.64,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,RECEITA CORRENTE LÍQUIDA,421519357.28,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA,419417014.28,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,% da DC sobre a RCL AJUSTADA,22.73,False
2024,3,RGF-Municipio,2311405,QUIXERAMOBIM,CE,% da DCL sobre a RCL AJUSTADA,29.49,False
