exercicio,instituicao,uf,conta,valor
2024,Governo do Estado do Piauí,PI,Demais Dívidas Contratuais,87173706.45
2024,Governo do Estado do Piauí,PI,Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos,2510489168.6
2024,Governo do Estado do Piauí,PI,Disponibilidade de Caixa,2375498613.58
2024,Governo do Estado do Piauí,PI,Disponibilidade de Caixa Bruta,3255816458.83
2024,Governo do Estado do Piauí,PI,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),10752874948.48
2024,Governo do Estado do Piauí,PI,RECEITA CORRENTE LÍQUIDA - RCL (IV),17181161335.79
2024,Governo do Estado do Piauí,PI,RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (VI) = (IV - V),17143155807.12
2024,Governo do Estado do Piauí,PI,% da DC sobre a RCL AJUSTADA (I/VI),76.88
2024,Governo do Estado do Piauí,PI,% da DCL sobre a RCL AJUSTADA (III/VI),62.72
2024,Governo do Estado do Piauí,PI,Precatórios Posteriores a 05/05/2000 (Não incluídos na DC),70752021.88
2024,Governo do Estado do Ceará,CE,DÍVIDA CONSOLIDADA - DC (I),18954882256.77
2024,Governo do Estado do Ceará,CE,Empréstimos,15979934138.66
2024,Governo do Estado do Ceará,CE,Parcelamento e Renegociação de Dívidas,717838247.66
2024,Governo do Estado do Ceará,CE,Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos,862960036.99
2024,Governo do Estado do Ceará,CE,Disponibilidade de Caixa,6197636637.63
2024,Governo do Estado do Ceará,CE,Disponibilidade de Caixa Bruta,7303967734.37
2024,Governo do Estado do Ceará,CE,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),12002714794.04
2024,Governo do Estado do Ceará,CE,RECEITA CORRENTE LÍQUIDA - RCL (IV),36362436745.35
2024,Governo do Estado do Ceará,CE,RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (VI) = (IV - V),36308708717.06
2024,Governo do Estado do Ceará,CE,% da DC sobre a RCL AJUSTADA (I/VI),52.2
2024,Governo do Estado do Ceará,CE,% da DCL sobre a RCL AJUSTADA (III/VI),33.06
2024,Governo do Estado do Ceará,CE,Precatórios Posteriores a 05/05/2000 (Não incluídos na DC),445692383.75
2024,Governo do Estado do Rio Grande do Norte,RN,DÍVIDA CONSOLIDADA - DC (I),7201713061.97
2024,Governo do Estado do Rio Grande do Norte,RN,Empréstimos,2734195879.84
2024,Governo do Estado do Rio Grande do Norte,RN,Parcelamento e Renegociação de Dívidas,168346105.99
2024,Governo do Estado do Rio Grande do Norte,RN,Precatórios Posteriores a 05/05/2000 (inclusive) Vencidos e Não Pagos,3214637210.88
2024,Governo do Estado do Rio Grande do Norte,RN,Disponibilidade de Caixa Bruta,1536331084.82
2024,Governo do Estado do Rio Grande do Norte,RN,DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II),6932442046.08
2024,Governo do Estado do Rio Grande do Norte,RN,RECEITA CORRENTE LÍQUIDA - RCL (IV),17259892416.73
2024,Governo do Estado do Rio Grande do Norte,RN,RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (VI) = (IV - V),17255089577.58
2024,Governo do Estado do Rio Grande do Norte,RN,% da DC sobre a RCL AJUSTADA (I/VI),41.74
2024,Governo do Estado do Rio Grande do Norte,RN,% da DCL sobre a RCL AJUSTADA (III/VI),40.18
2024,Governo do Estado do Rio Grande do Norte,RN,Precatórios Posteriores a 05/05/2000 (Não incluídos na DC),1730147385.6
