exercicio,periodo,relatorio,co_ibge,instituicao,uf,conta,valor,simplificado
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,Disponibilidade de Caixa,10706112293.84,False
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,Disponibilidade de Caixa Bruta,11135153748.87,False
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,DÍVIDA CONSOLIDADA LÍQUIDA,17279788545.69,False
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,RECEITA CORRENTE LÍQUIDA,45445462102.68,False
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,% da DC sobre a RCL AJUSTADA,64.59,False
2021,3,RGF-UF,29,GOVERNO DO ESTADO DA BAHIA,BA,% da DCL sobre a RCL AJUSTADA,38.06,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,DÍVIDA CONSOLIDADA,9046722686.49,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Empréstimos,6951347651.17,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Parcelamento e Renegociação de Dívidas,221545925.6,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Demais Dívidas Contratuais,87173706.45,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Precatórios (inclusive) Vencidos e Não Pagos,1703707314.98,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Disponibilidade de Caixa,3673655268.16,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,Disponibilidade de Caixa Bruta,4395718975.5,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,DÍVIDA CONSOLIDADA LÍQUIDA,5369389881.72,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,RECEITA CORRENTE LÍQUIDA,11455231445.84,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,% da DC sobre a RCL AJUSTADA,79.07,False
2021,3,RGF-UF,22,GOVERNO DO ESTADO DO PIAUI,PI,% da DCL sobre a RCL AJUSTADA,46.93,False
