exercicio,instituicao,uf,conta,valor
2020,Prefeitura Municipal de Belém de Maria - PE,PE,DÍVIDA CONSOLIDADA,9500941.57
2020,Prefeitura Municipal de Belém de Maria - PE,PE,Disponibilidade de Caixa Bruta,2726607.83
2020,Prefeitura Municipal de Belém de Maria - PE,PE,RECEITA CORRENTE LÍQUIDA,30877008.83
2020,Prefeitura Municipal de Belém de Maria - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),30.77
2020,Prefeitura Municipal de Belém de Maria - PE,PE,% da DCL sobre a RCL AJUSTADA,17.24
2020,Prefeitura Municipal de Belo Jardim - PE,PE,DÍVIDA CONSOLIDADA,32189844.58
2020,Prefeitura Municipal de Belo Jardim - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,233963.73
2020,Prefeitura Municipal de Belo Jardim - PE,PE,Disponibilidade de Caixa Bruta,13366412.68
2020,Prefeitura Municipal de Belo Jardim - PE,PE,RECEITA CORRENTE LÍQUIDA,165613883.59
2020,Prefeitura Municipal de Belo Jardim - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),19.76
2020,Prefeitura Municipal de Belo Jardim - PE,PE,% da DCL sobre a RCL AJUSTADA,18.24
2020,Prefeitura Municipal de Belém do São Francisco - PE,PE,DÍVIDA CONSOLIDADA,37293851.18
2020,Prefeitura Municipal de Belém do São Francisco - PE,PE,RECEITA CORRENTE LÍQUIDA,46809493.92
2020,Prefeitura Municipal de Belém do São Francisco - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),79.67
2020,Prefeitura Municipal de Belém do São Francisco - PE,PE,% da DCL sobre a RCL AJUSTADA,79.67
2020,Prefeitura Municipal de Betânia - PE,PE,DÍVIDA CONSOLIDADA,8738367.37
2020,Prefeitura Municipal de Betânia - PE,PE,Disponibilidade de Caixa Bruta,2965727.4
2020,Prefeitura Municipal de Betânia - PE,PE,RECEITA CORRENTE LÍQUIDA,32583146.51
2020,Prefeitura Municipal de Betânia - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),27.08
2020,Prefeitura Municipal de Betânia - PE,PE,% da DCL sobre a RCL AJUSTADA,27.07
2020,Prefeitura Municipal de Bezerros - PE,PE,DÍVIDA CONSOLIDADA,26959930.29
2020,Prefeitura Municipal de Bezerros - PE,PE,Disponibilidade de Caixa,7749409.12
2020,Prefeitura Municipal de Bezerros - PE,PE,Disponibilidade de Caixa Bruta,14855938.61
2020,Prefeitura Municipal de Bezerros - PE,PE,RECEITA CORRENTE LÍQUIDA,95078310.37
2020,Prefeitura Municipal de Bezerros - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),28.36
2020,Prefeitura Municipal de Bezerros - PE,PE,% da DCL sobre a RCL AJUSTADA,17.17
2020,Prefeitura Municipal de Bodocó - PE,PE,DÍVIDA CONSOLIDADA,11723041.24
2020,Prefeitura Municipal de Bodocó - PE,PE,Disponibilidade de Caixa,8473018.23
2020,Prefeitura Municipal de Bodocó - PE,PE,Disponibilidade de Caixa Bruta,17697291.53
2020,Prefeitura Municipal de Bodocó - PE,PE,RECEITA CORRENTE LÍQUIDA,78545844.23
2020,Prefeitura Municipal de Bodocó - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),14.93
2020,Prefeitura Municipal de Bodocó - PE,PE,% da DCL sobre a RCL AJUSTADA,4.14
2020,Prefeitura Municipal de Bom Conselho - PE,PE,DÍVIDA CONSOLIDADA,31377306.23
2020,Prefeitura Municipal de Bom Conselho - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,3505427.92
2020,Prefeitura Municipal de Bom Conselho - PE,PE,Disponibilidade de Caixa Bruta,7471961.06
2020,Prefeitura Municipal de Bom Conselho - PE,PE,RECEITA CORRENTE LÍQUIDA,99475333.15
2020,Prefeitura Municipal de Bom Conselho - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),32.71
2020,Prefeitura Municipal de Bom Conselho - PE,PE,% da DCL sobre a RCL AJUSTADA,32.71
2020,Prefeitura Municipal de Bom Jardim - PE,PE,DÍVIDA CONSOLIDADA,1457580.07
2020,Prefeitura Municipal de Bom Jardim - PE,PE,Disponibilidade de Caixa,6531186.26
2020,Prefeitura Municipal de Bom Jardim - PE,PE,Disponibilidade de Caixa Bruta,6707106.4
2020,Prefeitura Municipal de Bom Jardim - PE,PE,RECEITA CORRENTE LÍQUIDA,75534176.46
2020,Prefeitura Municipal de Bom Jardim - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),1.93
2020,Prefeitura Municipal de Bom Jardim - PE,PE,% da DCL sobre a RCL AJUSTADA,-6.72
2020,Prefeitura Municipal de Bonito - PE,PE,DÍVIDA CONSOLIDADA,24918533.65
2020,Prefeitura Municipal de Bonito - PE,PE,Disponibilidade de Caixa,1245986.95
2020,Prefeitura Municipal de Bonito - PE,PE,Disponibilidade de Caixa Bruta,6194552.72
2020,Prefeitura Municipal de Bonito - PE,PE,RECEITA CORRENTE LÍQUIDA,79180601.21
2020,Prefeitura Municipal de Bonito - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),31.63
2020,Prefeitura Municipal de Bonito - PE,PE,% da DCL sobre a RCL AJUSTADA,29.7
2020,Prefeitura Municipal de Brejão - PE,PE,RECEITA CORRENTE LÍQUIDA,29302968.82
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,DÍVIDA CONSOLIDADA,582748.01
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,32078.47
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,Disponibilidade de Caixa Bruta,5405899.59
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,RECEITA CORRENTE LÍQUIDA,95950910.62
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),0.61
2020,Prefeitura Municipal de Brejo da Madre de Deus - PE,PE,% da DCL sobre a RCL AJUSTADA,0.58
2020,Prefeitura Municipal de Buenos Aires - PE,PE,DÍVIDA CONSOLIDADA,909965.94
2020,Prefeitura Municipal de Buenos Aires - PE,PE,Disponibilidade de Caixa,10042119.77
2020,Prefeitura Municipal de Buenos Aires - PE,PE,Disponibilidade de Caixa Bruta,10286793.34
2020,Prefeitura Municipal de Buenos Aires - PE,PE,RECEITA CORRENTE LÍQUIDA,38828753.04
2020,Prefeitura Municipal de Buenos Aires - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),2.34
2020,Prefeitura Municipal de Buenos Aires - PE,PE,% da DCL sobre a RCL AJUSTADA,-23.52
2020,Prefeitura Municipal de Buíque - PE,PE,DÍVIDA CONSOLIDADA,4022989.37
2020,Prefeitura Municipal de Buíque - PE,PE,Disponibilidade de Caixa,2756668.2
2020,Prefeitura Municipal de Buíque - PE,PE,Disponibilidade de Caixa Bruta,5044529.75
2020,Prefeitura Municipal de Buíque - PE,PE,RECEITA CORRENTE LÍQUIDA,100305606.58
2020,Prefeitura Municipal de Buíque - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),4.01
2020,Prefeitura Municipal de Buíque - PE,PE,% da DCL sobre a RCL AJUSTADA,1.26
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,DÍVIDA CONSOLIDADA,20472900.77
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,702641.06
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,Disponibilidade de Caixa,175802734.98
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,Disponibilidade de Caixa Bruta,183069462.11
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,RECEITA CORRENTE LÍQUIDA,767043252.76
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),2.68
2020,Prefeitura Municipal de Cabo de Santo Agostinho - PE,PE,% da DCL sobre a RCL AJUSTADA,-20.56
2020,Prefeitura Municipal de Cabrobó - PE,PE,DÍVIDA CONSOLIDADA,22129749.81
2020,Prefeitura Municipal de Cabrobó - PE,PE,Disponibilidade de Caixa,1508316.21
2020,Prefeitura Municipal de Cabrobó - PE,PE,Disponibilidade de Caixa Bruta,3517961.39
2020,Prefeitura Municipal de Cabrobó - PE,PE,RECEITA CORRENTE LÍQUIDA,68009259.1
2020,Prefeitura Municipal de Cabrobó - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),32.54
2020,Prefeitura Municipal de Cabrobó - PE,PE,% da DCL sobre a RCL AJUSTADA,30.32
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,DÍVIDA CONSOLIDADA,9206723.0
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,Disponibilidade de Caixa,3356406.47
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,Disponibilidade de Caixa Bruta,3738451.7
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,RECEITA CORRENTE LÍQUIDA,42329055.57
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),21.75
2020,Prefeitura Municipal de Cachoeirinha - PE,PE,% da DCL sobre a RCL AJUSTADA,13.82
2020,Prefeitura Municipal de Caetés - PE,PE,DÍVIDA CONSOLIDADA,6083672.48
2020,Prefeitura Municipal de Caetés - PE,PE,Disponibilidade de Caixa,8510011.07
2020,Prefeitura Municipal de Caetés - PE,PE,Disponibilidade de Caixa Bruta,9653495.06
2020,Prefeitura Municipal de Caetés - PE,PE,RECEITA CORRENTE LÍQUIDA,62867982.36
2020,Prefeitura Municipal de Caetés - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),9.68
2020,Prefeitura Municipal de Caetés - PE,PE,% da DCL sobre a RCL AJUSTADA,-5.13
2020,Prefeitura Municipal de Calumbi - PE,PE,RECEITA CORRENTE LÍQUIDA,27066172.76
2020,Prefeitura Municipal de Camaragibe - PE,PE,DÍVIDA CONSOLIDADA,65565313.99
2020,Prefeitura Municipal de Camaragibe - PE,PE,Disponibilidade de Caixa,299500933.25
2020,Prefeitura Municipal de Camaragibe - PE,PE,Disponibilidade de Caixa Bruta,302956530.26
2020,Prefeitura Municipal de Camaragibe - PE,PE,RECEITA CORRENTE LÍQUIDA,282641436.59
2020,Prefeitura Municipal de Camaragibe - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),23.2
2020,Prefeitura Municipal de Camaragibe - PE,PE,% da DCL sobre a RCL AJUSTADA,-82.77
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,DÍVIDA CONSOLIDADA,1008502.02
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,109297.62
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,Disponibilidade de Caixa,2916785.81
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,Disponibilidade de Caixa Bruta,3180134.35
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,RECEITA CORRENTE LÍQUIDA,38977838.43
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),2.59
2020,Prefeitura Municipal de Camocim de São Félix - PE,PE,% da DCL sobre a RCL AJUSTADA,-4.9
2020,Prefeitura Municipal de Canhotinho - PE,PE,DÍVIDA CONSOLIDADA,5232750.32
2020,Prefeitura Municipal de Canhotinho - PE,PE,Disponibilidade de Caixa,8024573.88
2020,Prefeitura Municipal de Canhotinho - PE,PE,Disponibilidade de Caixa Bruta,14360260.01
2020,Prefeitura Municipal de Canhotinho - PE,PE,RECEITA CORRENTE LÍQUIDA,59616576.61
2020,Prefeitura Municipal de Canhotinho - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),8.87
2020,Prefeitura Municipal de Canhotinho - PE,PE,% da DCL sobre a RCL AJUSTADA,-5.37
2020,Prefeitura Municipal de Capoeiras - PE,PE,DÍVIDA CONSOLIDADA,340350.08
2020,Prefeitura Municipal de Capoeiras - PE,PE,Disponibilidade de Caixa Bruta,2050798.72
2020,Prefeitura Municipal de Capoeiras - PE,PE,RECEITA CORRENTE LÍQUIDA,45371836.03
2020,Prefeitura Municipal de Capoeiras - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),0.75
2020,Prefeitura Municipal de Capoeiras - PE,PE,% da DCL sobre a RCL AJUSTADA,0.75
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,DÍVIDA CONSOLIDADA,416853.89
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,Disponibilidade de Caixa,7147113.52
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,Disponibilidade de Caixa Bruta,7838069.9
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,RECEITA CORRENTE LÍQUIDA,32832722.2
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),1.27
2020,Prefeitura Municipal de Carnaubeira da Penha - PE,PE,% da DCL sobre a RCL AJUSTADA,-20.5
2020,Prefeitura Municipal de Carpina - PE,PE,DÍVIDA CONSOLIDADA,643778.03
2020,Prefeitura Municipal de Carpina - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,625096.01
2020,Prefeitura Municipal de Carpina - PE,PE,Disponibilidade de Caixa Bruta,7118615.64
2020,Prefeitura Municipal de Carpina - PE,PE,RECEITA CORRENTE LÍQUIDA,140989537.96
2020,Prefeitura Municipal de Carpina - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),0.46
2020,Prefeitura Municipal de Carpina - PE,PE,% da DCL sobre a RCL AJUSTADA,0.46
2020,Prefeitura Municipal de Caruaru - PE,PE,DÍVIDA CONSOLIDADA,207010436.25
2020,Prefeitura Municipal de Caruaru - PE,PE,Disponibilidade de Caixa,63162125.39
2020,Prefeitura Municipal de Caruaru - PE,PE,Disponibilidade de Caixa Bruta,96998016.14
2020,Prefeitura Municipal de Caruaru - PE,PE,RECEITA CORRENTE LÍQUIDA,719839151.18
2020,Prefeitura Municipal de Caruaru - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),28.87
2020,Prefeitura Municipal de Caruaru - PE,PE,% da DCL sobre a RCL AJUSTADA,19.95
2020,Prefeitura Municipal de Casinhas - PE,PE,DÍVIDA CONSOLIDADA,8755853.29
2020,Prefeitura Municipal de Casinhas - PE,PE,Disponibilidade de Caixa,1880463.31
2020,Prefeitura Municipal de Casinhas - PE,PE,Disponibilidade de Caixa Bruta,2854933.03
2020,Prefeitura Municipal de Casinhas - PE,PE,RECEITA CORRENTE LÍQUIDA,35846788.79
2020,Prefeitura Municipal de Casinhas - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),24.43
2020,Prefeitura Municipal de Casinhas - PE,PE,% da DCL sobre a RCL AJUSTADA,19.08
2020,Prefeitura Municipal de Cedro - PE,PE,Disponibilidade de Caixa Bruta,2580160.58
2020,Prefeitura Municipal de Cedro - PE,PE,RECEITA CORRENTE LÍQUIDA,28588189.06
2020,Prefeitura Municipal de Cedro - PE,PE,% da DCL sobre a RCL AJUSTADA,-2.62
2020,Prefeitura Municipal de Catende - PE,PE,DÍVIDA CONSOLIDADA,12445909.69
2020,Prefeitura Municipal de Catende - PE,PE,Disponibilidade de Caixa Bruta,15073328.77
2020,Prefeitura Municipal de Catende - PE,PE,RECEITA CORRENTE LÍQUIDA,68457275.08
2020,Prefeitura Municipal de Catende - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),18.18
2020,Prefeitura Municipal de Catende - PE,PE,% da DCL sobre a RCL AJUSTADA,18.18
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,DÍVIDA CONSOLIDADA,417562.45
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,Disponibilidade de Caixa,4972499.6
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,Disponibilidade de Caixa Bruta,7945378.77
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,RECEITA CORRENTE LÍQUIDA,33323859.46
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),1.25
2020,Prefeitura Municipal de Chã de Alegria - PE,PE,% da DCL sobre a RCL AJUSTADA,-13.67
2020,Prefeitura Municipal de Chã Grande - PE,PE,DÍVIDA CONSOLIDADA,13682068.12
2020,Prefeitura Municipal de Chã Grande - PE,PE,Disponibilidade de Caixa,3062241.35
2020,Prefeitura Municipal de Chã Grande - PE,PE,Disponibilidade de Caixa Bruta,5977033.86
2020,Prefeitura Municipal de Chã Grande - PE,PE,RECEITA CORRENTE LÍQUIDA,56587252.06
2020,Prefeitura Municipal de Chã Grande - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),24.31
2020,Prefeitura Municipal de Chã Grande - PE,PE,% da DCL sobre a RCL AJUSTADA,18.85
2020,Prefeitura Municipal de Condado - PE,PE,DÍVIDA CONSOLIDADA,21508822.17
2020,Prefeitura Municipal de Condado - PE,PE,Disponibilidade de Caixa,9590207.68
2020,Prefeitura Municipal de Condado - PE,PE,Disponibilidade de Caixa Bruta,10211035.94
2020,Prefeitura Municipal de Condado - PE,PE,RECEITA CORRENTE LÍQUIDA,54802333.28
2020,Prefeitura Municipal de Condado - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),39.25
2020,Prefeitura Municipal de Condado - PE,PE,% da DCL sobre a RCL AJUSTADA,21.75
2020,Prefeitura Municipal de Condado - PE,PE,Precatórios (Não incluídos na DC),-198059.49
2020,Prefeitura Municipal de Cortês - PE,PE,RECEITA CORRENTE LÍQUIDA,39222911.21
2020,Prefeitura Municipal de Cumaru - PE,PE,DÍVIDA CONSOLIDADA,18211789.78
2020,Prefeitura Municipal de Cumaru - PE,PE,Disponibilidade de Caixa Bruta,5423942.46
2020,Prefeitura Municipal de Cumaru - PE,PE,RECEITA CORRENTE LÍQUIDA,34927119.52
2020,Prefeitura Municipal de Cumaru - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),53.19
2020,Prefeitura Municipal de Cumaru - PE,PE,% da DCL sobre a RCL AJUSTADA,53.17
2020,Prefeitura Municipal de Cupira - PE,PE,DÍVIDA CONSOLIDADA,48790703.98
2020,Prefeitura Municipal de Cupira - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,70789.68
2020,Prefeitura Municipal de Cupira - PE,PE,Disponibilidade de Caixa,1453031.65
2020,Prefeitura Municipal de Cupira - PE,PE,Disponibilidade de Caixa Bruta,5590653.42
2020,Prefeitura Municipal de Cupira - PE,PE,RECEITA CORRENTE LÍQUIDA,54159735.94
2020,Prefeitura Municipal de Cupira - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),90.09
2020,Prefeitura Municipal de Cupira - PE,PE,% da DCL sobre a RCL AJUSTADA,87.4
2020,Prefeitura Municipal de Custódia - PE,PE,DÍVIDA CONSOLIDADA,8974927.9
2020,Prefeitura Municipal de Custódia - PE,PE,Disponibilidade de Caixa Bruta,12319638.33
2020,Prefeitura Municipal de Custódia - PE,PE,RECEITA CORRENTE LÍQUIDA,81468320.86
2020,Prefeitura Municipal de Custódia - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),11.45
2020,Prefeitura Municipal de Custódia - PE,PE,% da DCL sobre a RCL AJUSTADA,11.4
2020,Prefeitura Municipal de Escada - PE,PE,DÍVIDA CONSOLIDADA,31764703.57
2020,Prefeitura Municipal de Escada - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,13862.95
2020,Prefeitura Municipal de Escada - PE,PE,Disponibilidade de Caixa Bruta,7141068.88
2020,Prefeitura Municipal de Escada - PE,PE,RECEITA CORRENTE LÍQUIDA,110839664.96
2020,Prefeitura Municipal de Escada - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),28.66
2020,Prefeitura Municipal de Escada - PE,PE,% da DCL sobre a RCL AJUSTADA,28.29
2020,Prefeitura Municipal de Exu - PE,PE,DÍVIDA CONSOLIDADA,5275630.26
2020,Prefeitura Municipal de Exu - PE,PE,Disponibilidade de Caixa,4911179.52
2020,Prefeitura Municipal de Exu - PE,PE,Disponibilidade de Caixa Bruta,7183445.92
2020,Prefeitura Municipal de Exu - PE,PE,RECEITA CORRENTE LÍQUIDA,68292907.82
2020,Prefeitura Municipal de Exu - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),7.86
2020,Prefeitura Municipal de Exu - PE,PE,% da DCL sobre a RCL AJUSTADA,0.54
2020,Prefeitura Municipal de Feira Nova - PE,PE,Disponibilidade de Caixa,1478243.15
2020,Prefeitura Municipal de Feira Nova - PE,PE,RECEITA CORRENTE LÍQUIDA,49245358.21
2020,Prefeitura Municipal de Feira Nova - PE,PE,% da DCL sobre a RCL AJUSTADA,-3.0
2020,Prefeitura Municipal de Ferreiros - PE,PE,DÍVIDA CONSOLIDADA,1310784.37
2020,Prefeitura Municipal de Ferreiros - PE,PE,RECEITA CORRENTE LÍQUIDA,32131711.59
2020,Prefeitura Municipal de Ferreiros - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),4.08
2020,Prefeitura Municipal de Ferreiros - PE,PE,% da DCL sobre a RCL AJUSTADA,4.08
2020,Prefeitura Municipal de Floresta - PE,PE,DÍVIDA CONSOLIDADA,19335192.87
2020,Prefeitura Municipal de Floresta - PE,PE,Disponibilidade de Caixa,4832276.08
2020,Prefeitura Municipal de Floresta - PE,PE,Disponibilidade de Caixa Bruta,7026292.46
2020,Prefeitura Municipal de Floresta - PE,PE,RECEITA CORRENTE LÍQUIDA,78872764.41
2020,Prefeitura Municipal de Floresta - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),24.72
2020,Prefeitura Municipal de Floresta - PE,PE,% da DCL sobre a RCL AJUSTADA,1.44
2020,Prefeitura Municipal de Gameleira - PE,PE,RECEITA CORRENTE LÍQUIDA,52017698.36
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,DÍVIDA CONSOLIDADA,6511408.1
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,Disponibilidade de Caixa,2643977.57
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,Disponibilidade de Caixa Bruta,2887190.97
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,RECEITA CORRENTE LÍQUIDA,35826005.37
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),18.94
2020,Prefeitura Municipal de Frei Miguelinho - PE,PE,% da DCL sobre a RCL AJUSTADA,9.33
2020,Prefeitura Municipal de Garanhuns - PE,PE,DÍVIDA CONSOLIDADA,8226443.92
2020,Prefeitura Municipal de Garanhuns - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,643877.41
2020,Prefeitura Municipal de Garanhuns - PE,PE,Disponibilidade de Caixa,31276469.23
2020,Prefeitura Municipal de Garanhuns - PE,PE,Disponibilidade de Caixa Bruta,32258623.48
2020,Prefeitura Municipal de Garanhuns - PE,PE,RECEITA CORRENTE LÍQUIDA,270890579.49
2020,Prefeitura Municipal de Garanhuns - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),3.06
2020,Prefeitura Municipal de Garanhuns - PE,PE,% da DCL sobre a RCL AJUSTADA,-8.57
2020,Prefeitura Municipal de Glória do Goitá - PE,PE,RECEITA CORRENTE LÍQUIDA,62030428.93
2020,Prefeitura Municipal de Goiana - PE,PE,DÍVIDA CONSOLIDADA,3385116.25
2020,Prefeitura Municipal de Goiana - PE,PE,Disponibilidade de Caixa,247896526.75
2020,Prefeitura Municipal de Goiana - PE,PE,Disponibilidade de Caixa Bruta,250062011.58
2020,Prefeitura Municipal de Goiana - PE,PE,RECEITA CORRENTE LÍQUIDA,334437748.43
2020,Prefeitura Municipal de Goiana - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),1.01
2020,Prefeitura Municipal de Goiana - PE,PE,% da DCL sobre a RCL AJUSTADA,-73.11
2020,Prefeitura Municipal de Iati - PE,PE,RECEITA CORRENTE LÍQUIDA,53499088.86
2020,Prefeitura Municipal de Gravatá - PE,PE,DÍVIDA CONSOLIDADA,56327184.57
2020,Prefeitura Municipal de Gravatá - PE,PE,Disponibilidade de Caixa,17306285.16
2020,Prefeitura Municipal de Gravatá - PE,PE,Disponibilidade de Caixa Bruta,35489329.83
2020,Prefeitura Municipal de Gravatá - PE,PE,RECEITA CORRENTE LÍQUIDA,172733684.23
2020,Prefeitura Municipal de Gravatá - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),32.61
2020,Prefeitura Municipal de Gravatá - PE,PE,% da DCL sobre a RCL AJUSTADA,22.59
2020,Prefeitura Municipal de Gravatá - PE,PE,Precatórios (Não incluídos na DC),480281.38
2020,Prefeitura Municipal de Ibimirim - PE,PE,DÍVIDA CONSOLIDADA,11688826.28
2020,Prefeitura Municipal de Ibimirim - PE,PE,Disponibilidade de Caixa,14092140.63
2020,Prefeitura Municipal de Ibimirim - PE,PE,Disponibilidade de Caixa Bruta,16548967.06
2020,Prefeitura Municipal de Ibimirim - PE,PE,RECEITA CORRENTE LÍQUIDA,66905442.43
2020,Prefeitura Municipal de Ibimirim - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),17.7
2020,Prefeitura Municipal de Ibimirim - PE,PE,% da DCL sobre a RCL AJUSTADA,-3.64
2020,Prefeitura Municipal de Igarassu - PE,PE,DÍVIDA CONSOLIDADA,37025546.87
2020,Prefeitura Municipal de Igarassu - PE,PE,Precatórios (inclusive) Vencidos e Não Pagos,4240995.58
2020,Prefeitura Municipal de Igarassu - PE,PE,Disponibilidade de Caixa,45132386.18
2020,Prefeitura Municipal de Igarassu - PE,PE,Disponibilidade de Caixa Bruta,51246891.6
2020,Prefeitura Municipal de Igarassu - PE,PE,RECEITA CORRENTE LÍQUIDA,223845419.07
2020,Prefeitura Municipal de Igarassu - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),16.75
2020,Prefeitura Municipal de Igarassu - PE,PE,% da DCL sobre a RCL AJUSTADA,-3.67
2020,Prefeitura Municipal de Ibirajuba - PE,PE,DÍVIDA CONSOLIDADA,7588452.82
2020,Prefeitura Municipal de Ibirajuba - PE,PE,Disponibilidade de Caixa,4383731.35
2020,Prefeitura Municipal de Ibirajuba - PE,PE,Disponibilidade de Caixa Bruta,4576241.85
2020,Prefeitura Municipal de Ibirajuba - PE,PE,RECEITA CORRENTE LÍQUIDA,28687006.37
2020,Prefeitura Municipal de Ibirajuba - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),26.45
2020,Prefeitura Municipal de Ibirajuba - PE,PE,% da DCL sobre a RCL AJUSTADA,11.17
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,DÍVIDA CONSOLIDADA,5175463.17
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,Disponibilidade de Caixa,12404783.12
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,Disponibilidade de Caixa Bruta,17101877.28
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,RECEITA CORRENTE LÍQUIDA,61829848.5
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),8.37
2020,Prefeitura Municipal de Ilha de Itamaracá - PE,PE,% da DCL sobre a RCL AJUSTADA,-11.69
2020,Prefeitura Municipal de Inajá - PE,PE,DÍVIDA CONSOLIDADA,6359501.15
2020,Prefeitura Municipal de Inajá - PE,PE,Disponibilidade de Caixa Bruta,7020961.65
2020,Prefeitura Municipal de Inajá - PE,PE,RECEITA CORRENTE LÍQUIDA,46545834.98
2020,Prefeitura Municipal de Inajá - PE,PE,% da DC sobre a RCL AJUSTADA (I/VI),13.66
2020,Prefeitura Municipal de Inajá - PE,PE,% da DCL sobre a RCL AJUSTADA,13.66
